Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
RCP4p5,yes,Reference,yes,,Other Pacific Ocean,iron,mg,2010,16.25
RCP4p5,yes,Reference,yes,,Other Pacific Ocean,zinc,mg,2010,10.69
RCP4p5,yes,Reference,yes,,Other Southeast Asia,protein,g,2010,130.27
RCP4p5,yes,Reference,yes,,Other Southeast Asia,iron,mg,2010,22.97
RCP4p5,yes,Reference,yes,,Other Southeast Asia,zinc,mg,2010,16.92
RCP4p5,yes,Reference,yes,,Pakistan,protein,g,2010,72.29
RCP4p5,yes,Reference,yes,,Pakistan,iron,mg,2010,20.61
RCP4p5,yes,Reference,yes,,Pakistan,zinc,mg,2010,11.94
RCP4p5,yes,Reference,yes,,Panama,protein,g,2010,85.16
RCP4p5,yes,Reference,yes,,Panama,iron,mg,2010,16.14
RCP4p5,yes,Reference,yes,,Panama,zinc,mg,2010,13.93
RCP4p5,yes,Reference,yes,,Peru,protein,g,2010,77.81
RCP4p5,yes,Reference,yes,,Peru,iron,mg,2010,19.00
RCP4p5,yes,Reference,yes,,Peru,zinc,mg,2010,12.94
RCP4p5,yes,Reference,yes,,Philippines,protein,g,2010,72.19
RCP4p5,yes,Reference,yes,,Philippines,iron,mg,2010,13.70
RCP4p5,yes,Reference,yes,,Philippines,zinc,mg,2010,7.99
RCP4p5,yes,Reference,yes,,Papua New Guinea,protein,g,2010,39.73
RCP4p5,yes,Reference,yes,,Papua New Guinea,iron,mg,2010,19.37
RCP4p5,yes,Reference,yes,,Papua New Guinea,zinc,mg,2010,7.71
RCP4p5,yes,Reference,yes,,Poland,protein,g,2010,125.33
RCP4p5,yes,Reference,yes,,Poland,iron,mg,2010,23.89
RCP4p5,yes,Reference,yes,,Poland,zinc,mg,2010,19.64
RCP4p5,yes,Reference,yes,,North Korea,protein,g,2010,67.64
RCP4p5,yes,Reference,yes,,North Korea,iron,mg,2010,20.47
RCP4p5,yes,Reference,yes,,North Korea,zinc,mg,2010,11.61
RCP4p5,yes,Reference,yes,,Portugal,protein,g,2010,141.12
RCP4p5,yes,Reference,yes,,Portugal,iron,mg,2010,24.50
RCP4p5,yes,Reference,yes,,Portugal,zinc,mg,2010,20.46
RCP4p5,yes,Reference,yes,,Paraguay,protein,g,2010,82.16
RCP4p5,yes,Reference,yes,,Paraguay,iron,mg,2010,19.00
RCP4p5,yes,Reference,yes,,Paraguay,zinc,mg,2010,13.85
RCP4p5,yes,Reference,yes,,Palestine,protein,g,2010,95.64
RCP4p5,yes,Reference,yes,,Palestine,iron,mg,2010,22.39
RCP4p5,yes,Reference,yes,,Palestine,zinc,mg,2010,16.54
RCP4p5,yes,Reference,yes,,Rest of Arabia,protein,g,2010,121.02
RCP4p5,yes,Reference,yes,,Rest of Arabia,iron,mg,2010,26.54
RCP4p5,yes,Reference,yes,,Rest of Arabia,zinc,mg,2010,19.56
RCP4p5,yes,Reference,yes,,Romania,protein,g,2010,136.31
RCP4p5,yes,Reference,yes,,Romania,iron,mg,2010,27.23
RCP4p5,yes,Reference,yes,,Romania,zinc,mg,2010,22.10
RCP4p5,yes,Reference,yes,,Russia,protein,g,2010,119.70
RCP4p5,yes,Reference,yes,,Russia,iron,mg,2010,23.71
RCP4p5,yes,Reference,yes,,Russia,zinc,mg,2010,18.80
RCP4p5,yes,Reference,yes,,Rwanda,protein,g,2010,56.16
RCP4p5,yes,Reference,yes,,Rwanda,iron,mg,2010,22.95
RCP4p5,yes,Reference,yes,,Rwanda,zinc,mg,2010,10.07
RCP4p5,yes,Reference,yes,,Saudi Arabia,protein,g,2010,95.88
RCP4p5,yes,Reference,yes,,Saudi Arabia,iron,mg,2010,22.68
RCP4p5,yes,Reference,yes,,Saudi Arabia,zinc,mg,2010,15.91
RCP4p5,yes,Reference,yes,,Sudan,protein,g,2010,77.10
RCP4p5,yes,Reference,yes,,Sudan,iron,mg,2010,22.11
RCP4p5,yes,Reference,yes,,Sudan,zinc,mg,2010,12.69
RCP4p5,yes,Reference,yes,,Senegal,protein,g,2010,70.49
RCP4p5,yes,Reference,yes,,Senegal,iron,mg,2010,21.73
RCP4p5,yes,Reference,yes,,Senegal,zinc,mg,2010,11.44
RCP4p5,yes,Reference,yes,,Solomon Islands,protein,g,2010,61.64
RCP4p5,yes,Reference,yes,,Solomon Islands,iron,mg,2010,22.98
RCP4p5,yes,Reference,yes,,Solomon Islands,zinc,mg,2010,11.07
RCP4p5,yes,Reference,yes,,Sierra Leone,protein,g,2010,57.49
RCP4p5,yes,Reference,yes,,Sierra Leone,iron,mg,2010,19.72
RCP4p5,yes,Reference,yes,,Sierra Leone,zinc,mg,2010,7.70
RCP4p5,yes,Reference,yes,,El Salvador,protein,g,2010,80.07
RCP4p5,yes,Reference,yes,,El Salvador,iron,mg,2010,20.60
RCP4p5,yes,Reference,yes,,El Salvador,zinc,mg,2010,12.63
RCP4p5,yes,Reference,yes,,Somalia,protein,g,2010,40.49
RCP4p5,yes,Reference,yes,,Somalia,iron,mg,2010,6.29
RCP4p5,yes,Reference,yes,,Somalia,zinc,mg,2010,6.52
RCP4p5,yes,Reference,yes,,Spain,protein,g,2010,140.09
RCP4p5,yes,Reference,yes,,Spain,iron,mg,2010,23.37
RCP4p5,yes,Reference,yes,,Spain,zinc,mg,2010,19.78
RCP4p5,yes,Reference,yes,,Slovakia,protein,g,2010,101.23
RCP4p5,yes,Reference,yes,,Slovakia,iron,mg,2010,19.72
RCP4p5,yes,Reference,yes,,Slovakia,zinc,mg,2010,15.90
RCP4p5,yes,Reference,yes,,Slovenia,protein,g,2010,126.34
RCP4p5,yes,Reference,yes,,Slovenia,iron,mg,2010,22.78
RCP4p5,yes,Reference,yes,,Slovenia,zinc,mg,2010,20.07
RCP4p5,yes,Reference,yes,,Sweden,protein,g,2010,130.52
RCP4p5,yes,Reference,yes,,Sweden,iron,mg,2010,18.92
RCP4p5,yes,Reference,yes,,Sweden,zinc,mg,2010,19.13
RCP4p5,yes,Reference,yes,,Swaziland,protein,g,2010,79.86
RCP4p5,yes,Reference,yes,,Swaziland,iron,mg,2010,22.54
RCP4p5,yes,Reference,yes,,Swaziland,zinc,mg,2010,12.04
RCP4p5,yes,Reference,yes,,Syria,protein,g,2010,108.09
RCP4p5,yes,Reference,yes,,Syria,iron,mg,2010,26.66
RCP4p5,yes,Reference,yes,,Syria,zinc,mg,2010,18.99
RCP4p5,yes,Reference,yes,,Chad,protein,g,2010,75.55
RCP4p5,yes,Reference,yes,,Chad,iron,mg,2010,43.82
RCP4p5,yes,Reference,yes,,Chad,zinc,mg,2010,14.54
RCP4p5,yes,Reference,yes,,Togo,protein,g,2010,62.05
RCP4p5,yes,Reference,yes,,Togo,iron,mg,2010,20.49
RCP4p5,yes,Reference,yes,,Togo,zinc,mg,2010,10.99
RCP4p5,yes,Reference,yes,,Thailand,protein,g,2010,75.00
RCP4p5,yes,Reference,yes,,Thailand,iron,mg,2010,15.37
RCP4p5,yes,Reference,yes,,Thailand,zinc,mg,2010,8.04
RCP4p5,yes,Reference,yes,,Tajikistan,protein,g,2010,89.36
RCP4p5,yes,Reference,yes,,Tajikistan,iron,mg,2010,23.04
RCP4p5,yes,Reference,yes,,Tajikistan,zinc,mg,2010,17.24
RCP4p5,yes,Reference,yes,,Turkmenistan,protein,g,2010,130.12
RCP4p5,yes,Reference,yes,,Turkmenistan,iron,mg,2010,28.34
RCP4p5,yes,Reference,yes,,Turkmenistan,zinc,mg,2010,23.85
RCP4p5,yes,Reference,yes,,Timor L'Este,protein,g,2010,64.47
RCP4p5,yes,Reference,yes,,Timor L'Este,iron,mg,2010,17.03
RCP4p5,yes,Reference,yes,,Timor L'Este,zinc,mg,2010,11.27
RCP4p5,yes,Reference,yes,,Tunisia,protein,g,2010,127.43
RCP4p5,yes,Reference,yes,,Tunisia,iron,mg,2010,31.87
RCP4p5,yes,Reference,yes,,Tunisia,zinc,mg,2010,22.21
RCP4p5,yes,Reference,yes,,Turkey,protein,g,2010,133.22
RCP4p5,yes,Reference,yes,,Turkey,iron,mg,2010,32.94
RCP4p5,yes,Reference,yes,,Turkey,zinc,mg,2010,22.85
RCP4p5,yes,Reference,yes,,Tanzania,protein,g,2010,67.66
RCP4p5,yes,Reference,yes,,Tanzania,iron,mg,2010,21.87
RCP4p5,yes,Reference,yes,,Tanzania,zinc,mg,2010,10.99
RCP4p5,yes,Reference,yes,,Uganda,protein,g,2010,62.03
RCP4p5,yes,Reference,yes,,Uganda,iron,mg,2010,22.82
RCP4p5,yes,Reference,yes,,Uganda,zinc,mg,2010,10.53
RCP4p5,yes,Reference,yes,,UK,protein,g,2010,129.37
RCP4p5,yes,Reference,yes,,UK,iron,mg,2010,23.18
RCP4p5,yes,Reference,yes,,UK,zinc,mg,2010,19.70
RCP4p5,yes,Reference,yes,,Ukraine,protein,g,2010,114.14
RCP4p5,yes,Reference,yes,,Ukraine,iron,mg,2010,23.02
RCP4p5,yes,Reference,yes,,Ukraine,zinc,mg,2010,18.31
RCP4p5,yes,Reference,yes,,Uruguay,protein,g,2010,109.20
RCP4p5,yes,Reference,yes,,Uruguay,iron,mg,2010,24.65
RCP4p5,yes,Reference,yes,,Uruguay,zinc,mg,2010,19.95
RCP4p5,yes,Reference,yes,,USA,protein,g,2010,150.20
RCP4p5,yes,Reference,yes,,USA,iron,mg,2010,24.50
RCP4p5,yes,Reference,yes,,USA,zinc,mg,2010,22.70
RCP4p5,yes,Reference,yes,,Uzbekistan,protein,g,2010,102.61
RCP4p5,yes,Reference,yes,,Uzbekistan,iron,mg,2010,23.41
RCP4p5,yes,Reference,yes,,Uzbekistan,zinc,mg,2010,19.00
RCP4p5,yes,Reference,yes,,Venezuela,protein,g,2010,83.65
RCP4p5,yes,Reference,yes,,Venezuela,iron,mg,2010,17.38
RCP4p5,yes,Reference,yes,,Venezuela,zinc,mg,2010,13.34
RCP4p5,yes,Reference,yes,,Vietnam,protein,g,2010,79.16
RCP4p5,yes,Reference,yes,,Vietnam,iron,mg,2010,15.40
RCP4p5,yes,Reference,yes,,Vietnam,zinc,mg,2010,8.44
RCP4p5,yes,Reference,yes,,Vanuatu,protein,g,2010,80.46
RCP4p5,yes,Reference,yes,,Vanuatu,iron,mg,2010,31.80
RCP4p5,yes,Reference,yes,,Vanuatu,zinc,mg,2010,14.32
RCP4p5,yes,Reference,yes,,Yemen,protein,g,2010,68.63
RCP4p5,yes,Reference,yes,,Yemen,iron,mg,2010,16.82
RCP4p5,yes,Reference,yes,,Yemen,zinc,mg,2010,11.99
RCP4p5,yes,Reference,yes,,South Africa,protein,g,2010,94.91
RCP4p5,yes,Reference,yes,,South Africa,iron,mg,2010,23.59
RCP4p5,yes,Reference,yes,,South Africa,zinc,mg,2010,13.54
RCP4p5,yes,Reference,yes,,Zambia,protein,g,2010,55.33
RCP4p5,yes,Reference,yes,,Zambia,iron,mg,2010,18.10
RCP4p5,yes,Reference,yes,,Zambia,zinc,mg,2010,8.93
RCP4p5,yes,Reference,yes,,Zimbabwe,protein,g,2010,59.15
RCP4p5,yes,Reference,yes,,Zimbabwe,iron,mg,2010,18.14
RCP4p5,yes,Reference,yes,,Zimbabwe,zinc,mg,2010,9.58
RCP4p5,yes,Loladze,yes,,North America,protein,g,2010,148.95
RCP4p5,yes,Loladze,yes,,North America,iron,mg,2010,24.52
RCP4p5,yes,Loladze,yes,,North America,zinc,mg,2010,22.54
RCP4p5,yes,Loladze,yes,,Global,protein,g,2010,95.09
RCP4p5,yes,Loladze,yes,,Global,iron,mg,2010,23.78
RCP4p5,yes,Loladze,yes,,Global,zinc,mg,2010,14.52
RCP4p5,yes,Loladze,yes,,South Asia,protein,g,2010,65.87
RCP4p5,yes,Loladze,yes,,South Asia,iron,mg,2010,17.31
RCP4p5,yes,Loladze,yes,,South Asia,zinc,mg,2010,9.73
RCP4p5,yes,Loladze,yes,,Afghanistan,protein,g,2010,67.90
RCP4p5,yes,Loladze,yes,,Afghanistan,iron,mg,2010,23.19
RCP4p5,yes,Loladze,yes,,Afghanistan,zinc,mg,2010,12.86
RCP4p5,yes,Loladze,yes,,Sub-Saharan Africa,protein,g,2010,66.40
RCP4p5,yes,Loladze,yes,,Sub-Saharan Africa,iron,mg,2010,25.71
RCP4p5,yes,Loladze,yes,,Sub-Saharan Africa,zinc,mg,2010,11.58
RCP4p5,yes,Loladze,yes,,Angola,protein,g,2010,68.66
RCP4p5,yes,Loladze,yes,,Angola,iron,mg,2010,20.60
RCP4p5,yes,Loladze,yes,,Angola,zinc,mg,2010,10.64
RCP4p5,yes,Loladze,yes,,Europe,protein,g,2010,127.99
RCP4p5,yes,Loladze,yes,,Europe,iron,mg,2010,22.73
RCP4p5,yes,Loladze,yes,,Europe,zinc,mg,2010,19.59
RCP4p5,yes,Loladze,yes,,Albania,protein,g,2010,124.47
RCP4p5,yes,Loladze,yes,,Albania,iron,mg,2010,25.12
RCP4p5,yes,Loladze,yes,,Albania,zinc,mg,2010,20.39
RCP4p5,yes,Loladze,yes,,Latin America & the Caribbean,protein,g,2010,98.18
RCP4p5,yes,Loladze,yes,,Latin America & the Caribbean,iron,mg,2010,20.86
RCP4p5,yes,Loladze,yes,,Latin America & the Caribbean,zinc,mg,2010,16.23
RCP4p5,yes,Loladze,yes,,Argentina,protein,g,2010,120.28
RCP4p5,yes,Loladze,yes,,Argentina,iron,mg,2010,24.61
RCP4p5,yes,Loladze,yes,,Argentina,zinc,mg,2010,21.77
RCP4p5,yes,Loladze,yes,,Former Soviet Union,protein,g,2010,116.71
RCP4p5,yes,Loladze,yes,,Former Soviet Union,iron,mg,2010,24.06
RCP4p5,yes,Loladze,yes,,Former Soviet Union,zinc,mg,2010,19.17
RCP4p5,yes,Loladze,yes,,Armenia,protein,g,2010,107.28
RCP4p5,yes,Loladze,yes,,Armenia,iron,mg,2010,25.15
RCP4p5,yes,Loladze,yes,,Armenia,zinc,mg,2010,18.65
RCP4p5,yes,Loladze,yes,,East Asia & Pacific,protein,g,2010,104.81
RCP4p5,yes,Loladze,yes,,East Asia & Pacific,iron,mg,2010,27.08
RCP4p5,yes,Loladze,yes,,East Asia & Pacific,zinc,mg,2010,15.65
RCP4p5,yes,Loladze,yes,,Australia,protein,g,2010,126.54
RCP4p5,yes,Loladze,yes,,Australia,iron,mg,2010,20.18
RCP4p5,yes,Loladze,yes,,Australia,zinc,mg,2010,19.54
RCP4p5,yes,Loladze,yes,,Austria,protein,g,2010,129.35
RCP4p5,yes,Loladze,yes,,Austria,iron,mg,2010,22.23
RCP4p5,yes,Loladze,yes,,Austria,zinc,mg,2010,19.82
RCP4p5,yes,Loladze,yes,,Azerbaijan,protein,g,2010,130.34
RCP4p5,yes,Loladze,yes,,Azerbaijan,iron,mg,2010,32.21
RCP4p5,yes,Loladze,yes,,Azerbaijan,zinc,mg,2010,24.01
RCP4p5,yes,Loladze,yes,,Burundi,protein,g,2010,47.11
RCP4p5,yes,Loladze,yes,,Burundi,iron,mg,2010,17.75
RCP4p5,yes,Loladze,yes,,Burundi,zinc,mg,2010,8.61
RCP4p5,yes,Loladze,yes,,Benin,protein,g,2010,68.08
RCP4p5,yes,Loladze,yes,,Benin,iron,mg,2010,21.92
RCP4p5,yes,Loladze,yes,,Benin,zinc,mg,2010,11.73
RCP4p5,yes,Loladze,yes,,Burkina Faso,protein,g,2010,90.52
RCP4p5,yes,Loladze,yes,,Burkina Faso,iron,mg,2010,36.74
RCP4p5,yes,Loladze,yes,,Burkina Faso,zinc,mg,2010,17.39
RCP4p5,yes,Loladze,yes,,Bangladesh,protein,g,2010,62.92
RCP4p5,yes,Loladze,yes,,Bangladesh,iron,mg,2010,13.90
RCP4p5,yes,Loladze,yes,,Bangladesh,zinc,mg,2010,6.34
RCP4p5,yes,Loladze,yes,,Bulgaria,protein,g,2010,105.24
RCP4p5,yes,Loladze,yes,,Bulgaria,iron,mg,2010,21.32
RCP4p5,yes,Loladze,yes,,Bulgaria,zinc,mg,2010,17.34
RCP4p5,yes,Loladze,yes,,Belarus,protein,g,2010,119.54
RCP4p5,yes,Loladze,yes,,Belarus,iron,mg,2010,22.44
RCP4p5,yes,Loladze,yes,,Belarus,zinc,mg,2010,18.95
RCP4p5,yes,Loladze,yes,,Baltic States,protein,g,2010,122.96
RCP4p5,yes,Loladze,yes,,Baltic States,iron,mg,2010,22.20
RCP4p5,yes,Loladze,yes,,Baltic States,zinc,mg,2010,18.83
RCP4p5,yes,Loladze,yes,,Belgium-Luxembourg,protein,g,2010,126.15
RCP4p5,yes,Loladze,yes,,Belgium-Luxembourg,iron,mg,2010,22.62
RCP4p5,yes,Loladze,yes,,Belgium-Luxembourg,zinc,mg,2010,18.99
RCP4p5,yes,Loladze,yes,,Belize,protein,g,2010,90.11
RCP4p5,yes,Loladze,yes,,Belize,iron,mg,2010,20.49
RCP4p5,yes,Loladze,yes,,Belize,zinc,mg,2010,14.30
RCP4p5,yes,Loladze,yes,,Bolivia,protein,g,2010,77.05
RCP4p5,yes,Loladze,yes,,Bolivia,iron,mg,2010,17.43
RCP4p5,yes,Loladze,yes,,Bolivia,zinc,mg,2010,13.84
RCP4p5,yes,Loladze,yes,,Brazil,protein,g,2010,110.14
RCP4p5,yes,Loladze,yes,,Brazil,iron,mg,2010,21.88
RCP4p5,yes,Loladze,yes,,Brazil,zinc,mg,2010,18.19
RCP4p5,yes,Loladze,yes,,Bhutan,protein,g,2010,75.11
RCP4p5,yes,Loladze,yes,,Bhutan,iron,mg,2010,23.33
RCP4p5,yes,Loladze,yes,,Bhutan,zinc,mg,2010,14.53
RCP4p5,yes,Loladze,yes,,Botswana,protein,g,2010,65.47
RCP4p5,yes,Loladze,yes,,Botswana,iron,mg,2010,22.99
RCP4p5,yes,Loladze,yes,,Botswana,zinc,mg,2010,9.53
RCP4p5,yes,Loladze,yes,,Central African Rep.,protein,g,2010,52.16
RCP4p5,yes,Loladze,yes,,Central African Rep.,iron,mg,2010,18.40
RCP4p5,yes,Loladze,yes,,Central African Rep.,zinc,mg,2010,9.79
RCP4p5,yes,Loladze,yes,,Canada,protein,g,2010,138.03
RCP4p5,yes,Loladze,yes,,Canada,iron,mg,2010,24.75
RCP4p5,yes,Loladze,yes,,Canada,zinc,mg,2010,21.16
RCP4p5,yes,Loladze,yes,,Chile,protein,g,2010,111.59
RCP4p5,yes,Loladze,yes,,Chile,iron,mg,2010,24.24
RCP4p5,yes,Loladze,yes,,Chile,zinc,mg,2010,19.33
RCP4p5,yes,Loladze,yes,,China,protein,g,2010,117.43
RCP4p5,yes,Loladze,yes,,China,iron,mg,2010,32.45
RCP4p5,yes,Loladze,yes,,China,zinc,mg,2010,18.72
RCP4p5,yes,Loladze,yes,,Switzerland,protein,g,2010,115.32
RCP4p5,yes,Loladze,yes,,Switzerland,iron,mg,2010,19.08
RCP4p5,yes,Loladze,yes,,Switzerland,zinc,mg,2010,17.72
RCP4p5,yes,Loladze,yes,,Ivory Coast,protein,g,2010,55.75
RCP4p5,yes,Loladze,yes,,Ivory Coast,iron,mg,2010,20.51
RCP4p5,yes,Loladze,yes,,Ivory Coast,zinc,mg,2010,9.86
RCP4p5,yes,Loladze,yes,,Cameroon,protein,g,2010,63.20
RCP4p5,yes,Loladze,yes,,Cameroon,iron,mg,2010,21.91
RCP4p5,yes,Loladze,yes,,Cameroon,zinc,mg,2010,11.17
RCP4p5,yes,Loladze,yes,,DRC,protein,g,2010,23.22
RCP4p5,yes,Loladze,yes,,DRC,iron,mg,2010,8.00
RCP4p5,yes,Loladze,yes,,DRC,zinc,mg,2010,4.00
RCP4p5,yes,Loladze,yes,,Congo,protein,g,2010,54.26
RCP4p5,yes,Loladze,yes,,Congo,iron,mg,2010,17.36
RCP4p5,yes,Loladze,yes,,Congo,zinc,mg,2010,8.12
RCP4p5,yes,Loladze,yes,,Colombia,protein,g,2010,76.84
RCP4p5,yes,Loladze,yes,,Colombia,iron,mg,2010,15.98
RCP4p5,yes,Loladze,yes,,Colombia,zinc,mg,2010,12.75
RCP4p5,yes,Loladze,yes,,Other Caribbean,protein,g,2010,90.79
RCP4p5,yes,Loladze,yes,,Other Caribbean,iron,mg,2010,18.95
RCP4p5,yes,Loladze,yes,,Other Caribbean,zinc,mg,2010,13.78
RCP4p5,yes,Loladze,yes,,Costa Rica,protein,g,2010,87.31
RCP4p5,yes,Loladze,yes,,Costa Rica,iron,mg,2010,17.35
RCP4p5,yes,Loladze,yes,,Costa Rica,zinc,mg,2010,13.50
RCP4p5,yes,Loladze,yes,,Cuba,protein,g,2010,87.11
RCP4p5,yes,Loladze,yes,,Cuba,iron,mg,2010,23.56
RCP4p5,yes,Loladze,yes,,Cuba,zinc,mg,2010,14.62
RCP4p5,yes,Loladze,yes,,Cyprus,protein,g,2010,96.16
RCP4p5,yes,Loladze,yes,,Cyprus,iron,mg,2010,17.00
RCP4p5,yes,Loladze,yes,,Cyprus,zinc,mg,2010,14.06
RCP4p5,yes,Loladze,yes,,Czech Republic,protein,g,2010,118.48
RCP4p5,yes,Loladze,yes,,Czech Republic,iron,mg,2010,21.90
RCP4p5,yes,Loladze,yes,,Czech Republic,zinc,mg,2010,18.32
RCP4p5,yes,Loladze,yes,,Germany,protein,g,2010,119.21
RCP4p5,yes,Loladze,yes,,Germany,iron,mg,2010,19.89
RCP4p5,yes,Loladze,yes,,Germany,zinc,mg,2010,18.09
RCP4p5,yes,Loladze,yes,,Djibouti,protein,g,2010,58.24
RCP4p5,yes,Loladze,yes,,Djibouti,iron,mg,2010,17.58
RCP4p5,yes,Loladze,yes,,Djibouti,zinc,mg,2010,9.12
RCP4p5,yes,Loladze,yes,,Denmark,protein,g,2010,147.53
RCP4p5,yes,Loladze,yes,,Denmark,iron,mg,2010,24.95
RCP4p5,yes,Loladze,yes,,Denmark,zinc,mg,2010,22.62
RCP4p5,yes,Loladze,yes,,Dominican Republic,protein,g,2010,70.79
RCP4p5,yes,Loladze,yes,,Dominican Republic,iron,mg,2010,14.41
RCP4p5,yes,Loladze,yes,,Dominican Republic,zinc,mg,2010,10.54
RCP4p5,yes,Loladze,yes,,Middle East & North Africa,protein,g,2010,113.23
RCP4p5,yes,Loladze,yes,,Middle East & North Africa,iron,mg,2010,27.64
RCP4p5,yes,Loladze,yes,,Middle East & North Africa,zinc,mg,2010,19.52
RCP4p5,yes,Loladze,yes,,Algeria,protein,g,2010,118.68
RCP4p5,yes,Loladze,yes,,Algeria,iron,mg,2010,29.48
RCP4p5,yes,Loladze,yes,,Algeria,zinc,mg,2010,21.46
RCP4p5,yes,Loladze,yes,,Ecuador,protein,g,2010,72.53
RCP4p5,yes,Loladze,yes,,Ecuador,iron,mg,2010,13.77
RCP4p5,yes,Loladze,yes,,Ecuador,zinc,mg,2010,11.60
RCP4p5,yes,Loladze,yes,,Egypt,protein,g,2010,118.84
RCP4p5,yes,Loladze,yes,,Egypt,iron,mg,2010,28.95
RCP4p5,yes,Loladze,yes,,Egypt,zinc,mg,2010,20.10
RCP4p5,yes,Loladze,yes,,Eritrea,protein,g,2010,48.68
RCP4p5,yes,Loladze,yes,,Eritrea,iron,mg,2010,23.10
RCP4p5,yes,Loladze,yes,,Eritrea,zinc,mg,2010,8.10
RCP4p5,yes,Loladze,yes,,Ethiopia,protein,g,2010,68.46
RCP4p5,yes,Loladze,yes,,Ethiopia,iron,mg,2010,49.88
RCP4p5,yes,Loladze,yes,,Ethiopia,zinc,mg,2010,12.92
RCP4p5,yes,Loladze,yes,,Fiji,protein,g,2010,93.59
RCP4p5,yes,Loladze,yes,,Fiji,iron,mg,2010,23.24
RCP4p5,yes,Loladze,yes,,Fiji,zinc,mg,2010,16.80
RCP4p5,yes,Loladze,yes,,Finland,protein,g,2010,126.02
RCP4p5,yes,Loladze,yes,,Finland,iron,mg,2010,18.63
RCP4p5,yes,Loladze,yes,,Finland,zinc,mg,2010,18.60
RCP4p5,yes,Loladze,yes,,France,protein,g,2010,134.74
RCP4p5,yes,Loladze,yes,,France,iron,mg,2010,23.36
RCP4p5,yes,Loladze,yes,,France,zinc,mg,2010,20.40
RCP4p5,yes,Loladze,yes,,Gabon,protein,g,2010,88.77
RCP4p5,yes,Loladze,yes,,Gabon,iron,mg,2010,22.63
RCP4p5,yes,Loladze,yes,,Gabon,zinc,mg,2010,11.05
RCP4p5,yes,Loladze,yes,,Georgia,protein,g,2010,108.06
RCP4p5,yes,Loladze,yes,,Georgia,iron,mg,2010,23.64
RCP4p5,yes,Loladze,yes,,Georgia,zinc,mg,2010,19.13
RCP4p5,yes,Loladze,yes,,Ghana,protein,g,2010,67.80
RCP4p5,yes,Loladze,yes,,Ghana,iron,mg,2010,23.23
RCP4p5,yes,Loladze,yes,,Ghana,zinc,mg,2010,10.61
RCP4p5,yes,Loladze,yes,,Guinea,protein,g,2010,55.74
RCP4p5,yes,Loladze,yes,,Guinea,iron,mg,2010,24.16
RCP4p5,yes,Loladze,yes,,Guinea,zinc,mg,2010,9.05
RCP4p5,yes,Loladze,yes,,Gambia,protein,g,2010,61.62
RCP4p5,yes,Loladze,yes,,Gambia,iron,mg,2010,24.02
RCP4p5,yes,Loladze,yes,,Gambia,zinc,mg,2010,10.44
RCP4p5,yes,Loladze,yes,,Guinea-Bissau,protein,g,2010,54.77
RCP4p5,yes,Loladze,yes,,Guinea-Bissau,iron,mg,2010,21.39
RCP4p5,yes,Loladze,yes,,Guinea-Bissau,zinc,mg,2010,9.54
RCP4p5,yes,Loladze,yes,,Equatorial Guinea,protein,g,2010,43.17
RCP4p5,yes,Loladze,yes,,Equatorial Guinea,iron,mg,2010,15.24
RCP4p5,yes,Loladze,yes,,Equatorial Guinea,zinc,mg,2010,6.56
RCP4p5,yes,Loladze,yes,,Greece,protein,g,2010,142.66
RCP4p5,yes,Loladze,yes,,Greece,iron,mg,2010,29.07
RCP4p5,yes,Loladze,yes,,Greece,zinc,mg,2010,23.20
RCP4p5,yes,Loladze,yes,,Guyanas,protein,g,2010,64.85
RCP4p5,yes,Loladze,yes,,Guyanas,iron,mg,2010,13.69
RCP4p5,yes,Loladze,yes,,Guyanas,zinc,mg,2010,10.77
RCP4p5,yes,Loladze,yes,,Guatemala,protein,g,2010,72.30
RCP4p5,yes,Loladze,yes,,Guatemala,iron,mg,2010,17.90
RCP4p5,yes,Loladze,yes,,Guatemala,zinc,mg,2010,12.08
RCP4p5,yes,Loladze,yes,,Honduras,protein,g,2010,75.79
RCP4p5,yes,Loladze,yes,,Honduras,iron,mg,2010,17.18
RCP4p5,yes,Loladze,yes,,Honduras,zinc,mg,2010,11.96
RCP4p5,yes,Loladze,yes,,Croatia,protein,g,2010,102.48
RCP4p5,yes,Loladze,yes,,Croatia,iron,mg,2010,19.06
RCP4p5,yes,Loladze,yes,,Croatia,zinc,mg,2010,15.99
RCP4p5,yes,Loladze,yes,,Haiti,protein,g,2010,46.68
RCP4p5,yes,Loladze,yes,,Haiti,iron,mg,2010,12.28
RCP4p5,yes,Loladze,yes,,Haiti,zinc,mg,2010,8.23
RCP4p5,yes,Loladze,yes,,Hungary,protein,g,2010,115.22
RCP4p5,yes,Loladze,yes,,Hungary,iron,mg,2010,21.78
RCP4p5,yes,Loladze,yes,,Hungary,zinc,mg,2010,17.12
RCP4p5,yes,Loladze,yes,,Indonesia,protein,g,2010,72.60
RCP4p5,yes,Loladze,yes,,Indonesia,iron,mg,2010,16.73
RCP4p5,yes,Loladze,yes,,Indonesia,zinc,mg,2010,9.28
RCP4p5,yes,Loladze,yes,,India,protein,g,2010,65.20
RCP4p5,yes,Loladze,yes,,India,iron,mg,2010,17.21
RCP4p5,yes,Loladze,yes,,India,zinc,mg,2010,9.62
RCP4p5,yes,Loladze,yes,,Ireland,protein,g,2010,137.27
