Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
RCP8p5,yes,Myers et al,yes,,Solomon Islands,iron,mg,2050,28.25
RCP8p5,yes,Myers et al,yes,,Solomon Islands,zinc,mg,2050,13.92
RCP8p5,yes,Myers et al,yes,,Sierra Leone,protein,g,2050,65.39
RCP8p5,yes,Myers et al,yes,,Sierra Leone,iron,mg,2050,23.75
RCP8p5,yes,Myers et al,yes,,Sierra Leone,zinc,mg,2050,8.95
RCP8p5,yes,Myers et al,yes,,El Salvador,protein,g,2050,87.09
RCP8p5,yes,Myers et al,yes,,El Salvador,iron,mg,2050,21.76
RCP8p5,yes,Myers et al,yes,,El Salvador,zinc,mg,2050,13.50
RCP8p5,yes,Myers et al,yes,,Somalia,protein,g,2050,85.85
RCP8p5,yes,Myers et al,yes,,Somalia,iron,mg,2050,10.85
RCP8p5,yes,Myers et al,yes,,Somalia,zinc,mg,2050,14.40
RCP8p5,yes,Myers et al,yes,,Spain,protein,g,2050,137.67
RCP8p5,yes,Myers et al,yes,,Spain,iron,mg,2050,23.64
RCP8p5,yes,Myers et al,yes,,Spain,zinc,mg,2050,19.81
RCP8p5,yes,Myers et al,yes,,Slovakia,protein,g,2050,111.25
RCP8p5,yes,Myers et al,yes,,Slovakia,iron,mg,2050,21.38
RCP8p5,yes,Myers et al,yes,,Slovakia,zinc,mg,2050,16.92
RCP8p5,yes,Myers et al,yes,,Slovenia,protein,g,2050,134.96
RCP8p5,yes,Myers et al,yes,,Slovenia,iron,mg,2050,24.30
RCP8p5,yes,Myers et al,yes,,Slovenia,zinc,mg,2050,21.15
RCP8p5,yes,Myers et al,yes,,Sweden,protein,g,2050,132.35
RCP8p5,yes,Myers et al,yes,,Sweden,iron,mg,2050,19.87
RCP8p5,yes,Myers et al,yes,,Sweden,zinc,mg,2050,19.52
RCP8p5,yes,Myers et al,yes,,Swaziland,protein,g,2050,95.40
RCP8p5,yes,Myers et al,yes,,Swaziland,iron,mg,2050,25.96
RCP8p5,yes,Myers et al,yes,,Swaziland,zinc,mg,2050,14.45
RCP8p5,yes,Myers et al,yes,,Syria,protein,g,2050,129.04
RCP8p5,yes,Myers et al,yes,,Syria,iron,mg,2050,31.63
RCP8p5,yes,Myers et al,yes,,Syria,zinc,mg,2050,22.20
RCP8p5,yes,Myers et al,yes,,Chad,protein,g,2050,94.74
RCP8p5,yes,Myers et al,yes,,Chad,iron,mg,2050,47.61
RCP8p5,yes,Myers et al,yes,,Chad,zinc,mg,2050,17.53
RCP8p5,yes,Myers et al,yes,,Togo,protein,g,2050,76.94
RCP8p5,yes,Myers et al,yes,,Togo,iron,mg,2050,23.13
RCP8p5,yes,Myers et al,yes,,Togo,zinc,mg,2050,13.44
RCP8p5,yes,Myers et al,yes,,Thailand,protein,g,2050,91.55
RCP8p5,yes,Myers et al,yes,,Thailand,iron,mg,2050,18.29
RCP8p5,yes,Myers et al,yes,,Thailand,zinc,mg,2050,10.73
RCP8p5,yes,Myers et al,yes,,Tajikistan,protein,g,2050,100.93
RCP8p5,yes,Myers et al,yes,,Tajikistan,iron,mg,2050,25.51
RCP8p5,yes,Myers et al,yes,,Tajikistan,zinc,mg,2050,19.19
RCP8p5,yes,Myers et al,yes,,Turkmenistan,protein,g,2050,150.91
RCP8p5,yes,Myers et al,yes,,Turkmenistan,iron,mg,2050,31.61
RCP8p5,yes,Myers et al,yes,,Turkmenistan,zinc,mg,2050,27.34
RCP8p5,yes,Myers et al,yes,,Timor L'Este,protein,g,2050,82.64
RCP8p5,yes,Myers et al,yes,,Timor L'Este,iron,mg,2050,20.26
RCP8p5,yes,Myers et al,yes,,Timor L'Este,zinc,mg,2050,13.96
RCP8p5,yes,Myers et al,yes,,Tunisia,protein,g,2050,147.28
RCP8p5,yes,Myers et al,yes,,Tunisia,iron,mg,2050,36.64
RCP8p5,yes,Myers et al,yes,,Tunisia,zinc,mg,2050,25.05
RCP8p5,yes,Myers et al,yes,,Turkey,protein,g,2050,151.57
RCP8p5,yes,Myers et al,yes,,Turkey,iron,mg,2050,32.57
RCP8p5,yes,Myers et al,yes,,Turkey,zinc,mg,2050,22.35
RCP8p5,yes,Myers et al,yes,,Tanzania,protein,g,2050,82.85
RCP8p5,yes,Myers et al,yes,,Tanzania,iron,mg,2050,25.15
RCP8p5,yes,Myers et al,yes,,Tanzania,zinc,mg,2050,13.18
RCP8p5,yes,Myers et al,yes,,Uganda,protein,g,2050,79.09
RCP8p5,yes,Myers et al,yes,,Uganda,iron,mg,2050,25.69
RCP8p5,yes,Myers et al,yes,,Uganda,zinc,mg,2050,12.89
RCP8p5,yes,Myers et al,yes,,UK,protein,g,2050,134.23
RCP8p5,yes,Myers et al,yes,,UK,iron,mg,2050,24.39
RCP8p5,yes,Myers et al,yes,,UK,zinc,mg,2050,20.53
RCP8p5,yes,Myers et al,yes,,Ukraine,protein,g,2050,122.10
RCP8p5,yes,Myers et al,yes,,Ukraine,iron,mg,2050,24.09
RCP8p5,yes,Myers et al,yes,,Ukraine,zinc,mg,2050,18.83
RCP8p5,yes,Myers et al,yes,,Uruguay,protein,g,2050,119.65
RCP8p5,yes,Myers et al,yes,,Uruguay,iron,mg,2050,26.74
RCP8p5,yes,Myers et al,yes,,Uruguay,zinc,mg,2050,21.26
RCP8p5,yes,Myers et al,yes,,USA,protein,g,2050,155.07
RCP8p5,yes,Myers et al,yes,,USA,iron,mg,2050,25.03
RCP8p5,yes,Myers et al,yes,,USA,zinc,mg,2050,23.12
RCP8p5,yes,Myers et al,yes,,Uzbekistan,protein,g,2050,117.56
RCP8p5,yes,Myers et al,yes,,Uzbekistan,iron,mg,2050,26.98
RCP8p5,yes,Myers et al,yes,,Uzbekistan,zinc,mg,2050,21.41
RCP8p5,yes,Myers et al,yes,,Venezuela,protein,g,2050,85.24
RCP8p5,yes,Myers et al,yes,,Venezuela,iron,mg,2050,17.79
RCP8p5,yes,Myers et al,yes,,Venezuela,zinc,mg,2050,13.83
RCP8p5,yes,Myers et al,yes,,Vietnam,protein,g,2050,103.24
RCP8p5,yes,Myers et al,yes,,Vietnam,iron,mg,2050,17.86
RCP8p5,yes,Myers et al,yes,,Vietnam,zinc,mg,2050,11.60
RCP8p5,yes,Myers et al,yes,,Vanuatu,protein,g,2050,106.17
RCP8p5,yes,Myers et al,yes,,Vanuatu,iron,mg,2050,39.47
RCP8p5,yes,Myers et al,yes,,Vanuatu,zinc,mg,2050,18.84
RCP8p5,yes,Myers et al,yes,,Yemen,protein,g,2050,70.73
RCP8p5,yes,Myers et al,yes,,Yemen,iron,mg,2050,17.04
RCP8p5,yes,Myers et al,yes,,Yemen,zinc,mg,2050,12.12
RCP8p5,yes,Myers et al,yes,,South Africa,protein,g,2050,114.69
RCP8p5,yes,Myers et al,yes,,South Africa,iron,mg,2050,26.01
RCP8p5,yes,Myers et al,yes,,South Africa,zinc,mg,2050,16.24
RCP8p5,yes,Myers et al,yes,,Zambia,protein,g,2050,79.41
RCP8p5,yes,Myers et al,yes,,Zambia,iron,mg,2050,25.10
RCP8p5,yes,Myers et al,yes,,Zambia,zinc,mg,2050,12.62
RCP8p5,yes,Myers et al,yes,,Zimbabwe,protein,g,2050,89.76
RCP8p5,yes,Myers et al,yes,,Zimbabwe,iron,mg,2050,23.64
RCP8p5,yes,Myers et al,yes,,Zimbabwe,zinc,mg,2050,14.51
RCP8p5,yes,Myers et al,,upper,North America,protein,g,2050,153.95
RCP8p5,yes,Myers et al,,upper,North America,iron,mg,2050,25.32
RCP8p5,yes,Myers et al,,upper,North America,zinc,mg,2050,23.17
RCP8p5,yes,Myers et al,,upper,Global,protein,g,2050,109.38
RCP8p5,yes,Myers et al,,upper,Global,iron,mg,2050,27.84
RCP8p5,yes,Myers et al,,upper,Global,zinc,mg,2050,16.80
RCP8p5,yes,Myers et al,,upper,South Asia,protein,g,2050,91.67
RCP8p5,yes,Myers et al,,upper,South Asia,iron,mg,2050,26.08
RCP8p5,yes,Myers et al,,upper,South Asia,zinc,mg,2050,12.52
RCP8p5,yes,Myers et al,,upper,Afghanistan,protein,g,2050,79.89
RCP8p5,yes,Myers et al,,upper,Afghanistan,iron,mg,2050,26.07
RCP8p5,yes,Myers et al,,upper,Afghanistan,zinc,mg,2050,15.22
RCP8p5,yes,Myers et al,,upper,Sub-Saharan Africa,protein,g,2050,81.94
RCP8p5,yes,Myers et al,,upper,Sub-Saharan Africa,iron,mg,2050,32.17
RCP8p5,yes,Myers et al,,upper,Sub-Saharan Africa,zinc,mg,2050,14.58
RCP8p5,yes,Myers et al,,upper,Angola,protein,g,2050,73.83
RCP8p5,yes,Myers et al,,upper,Angola,iron,mg,2050,23.16
RCP8p5,yes,Myers et al,,upper,Angola,zinc,mg,2050,11.83
RCP8p5,yes,Myers et al,,upper,Europe,protein,g,2050,132.07
RCP8p5,yes,Myers et al,,upper,Europe,iron,mg,2050,23.83
RCP8p5,yes,Myers et al,,upper,Europe,zinc,mg,2050,20.41
RCP8p5,yes,Myers et al,,upper,Albania,protein,g,2050,137.32
RCP8p5,yes,Myers et al,,upper,Albania,iron,mg,2050,28.43
RCP8p5,yes,Myers et al,,upper,Albania,zinc,mg,2050,22.57
RCP8p5,yes,Myers et al,,upper,Latin America & the Caribbean,protein,g,2050,109.25
RCP8p5,yes,Myers et al,,upper,Latin America & the Caribbean,iron,mg,2050,22.71
RCP8p5,yes,Myers et al,,upper,Latin America & the Caribbean,zinc,mg,2050,17.64
RCP8p5,yes,Myers et al,,upper,Argentina,protein,g,2050,128.15
RCP8p5,yes,Myers et al,,upper,Argentina,iron,mg,2050,26.20
RCP8p5,yes,Myers et al,,upper,Argentina,zinc,mg,2050,22.74
RCP8p5,yes,Myers et al,,upper,Former Soviet Union,protein,g,2050,127.49
RCP8p5,yes,Myers et al,,upper,Former Soviet Union,iron,mg,2050,26.49
RCP8p5,yes,Myers et al,,upper,Former Soviet Union,zinc,mg,2050,20.89
RCP8p5,yes,Myers et al,,upper,Armenia,protein,g,2050,127.02
RCP8p5,yes,Myers et al,,upper,Armenia,iron,mg,2050,29.24
RCP8p5,yes,Myers et al,,upper,Armenia,zinc,mg,2050,21.86
RCP8p5,yes,Myers et al,,upper,East Asia & Pacific,protein,g,2050,131.38
RCP8p5,yes,Myers et al,,upper,East Asia & Pacific,iron,mg,2050,32.06
RCP8p5,yes,Myers et al,,upper,East Asia & Pacific,zinc,mg,2050,19.19
RCP8p5,yes,Myers et al,,upper,Australia,protein,g,2050,135.61
RCP8p5,yes,Myers et al,,upper,Australia,iron,mg,2050,21.23
RCP8p5,yes,Myers et al,,upper,Australia,zinc,mg,2050,20.65
RCP8p5,yes,Myers et al,,upper,Austria,protein,g,2050,133.91
RCP8p5,yes,Myers et al,,upper,Austria,iron,mg,2050,23.93
RCP8p5,yes,Myers et al,,upper,Austria,zinc,mg,2050,20.87
RCP8p5,yes,Myers et al,,upper,Azerbaijan,protein,g,2050,131.29
RCP8p5,yes,Myers et al,,upper,Azerbaijan,iron,mg,2050,32.31
RCP8p5,yes,Myers et al,,upper,Azerbaijan,zinc,mg,2050,23.90
RCP8p5,yes,Myers et al,,upper,Burundi,protein,g,2050,72.68
RCP8p5,yes,Myers et al,,upper,Burundi,iron,mg,2050,25.73
RCP8p5,yes,Myers et al,,upper,Burundi,zinc,mg,2050,12.75
RCP8p5,yes,Myers et al,,upper,Benin,protein,g,2050,83.43
RCP8p5,yes,Myers et al,,upper,Benin,iron,mg,2050,25.98
RCP8p5,yes,Myers et al,,upper,Benin,zinc,mg,2050,14.23
RCP8p5,yes,Myers et al,,upper,Burkina Faso,protein,g,2050,113.60
RCP8p5,yes,Myers et al,,upper,Burkina Faso,iron,mg,2050,40.87
RCP8p5,yes,Myers et al,,upper,Burkina Faso,zinc,mg,2050,21.27
RCP8p5,yes,Myers et al,,upper,Bangladesh,protein,g,2050,79.78
RCP8p5,yes,Myers et al,,upper,Bangladesh,iron,mg,2050,17.71
RCP8p5,yes,Myers et al,,upper,Bangladesh,zinc,mg,2050,8.80
RCP8p5,yes,Myers et al,,upper,Bulgaria,protein,g,2050,121.94
RCP8p5,yes,Myers et al,,upper,Bulgaria,iron,mg,2050,24.76
RCP8p5,yes,Myers et al,,upper,Bulgaria,zinc,mg,2050,19.75
RCP8p5,yes,Myers et al,,upper,Belarus,protein,g,2050,125.89
RCP8p5,yes,Myers et al,,upper,Belarus,iron,mg,2050,22.44
RCP8p5,yes,Myers et al,,upper,Belarus,zinc,mg,2050,19.14
RCP8p5,yes,Myers et al,,upper,Baltic States,protein,g,2050,133.35
RCP8p5,yes,Myers et al,,upper,Baltic States,iron,mg,2050,23.23
RCP8p5,yes,Myers et al,,upper,Baltic States,zinc,mg,2050,19.67
RCP8p5,yes,Myers et al,,upper,Belgium-Luxembourg,protein,g,2050,124.20
RCP8p5,yes,Myers et al,,upper,Belgium-Luxembourg,iron,mg,2050,23.18
RCP8p5,yes,Myers et al,,upper,Belgium-Luxembourg,zinc,mg,2050,19.13
RCP8p5,yes,Myers et al,,upper,Belize,protein,g,2050,98.64
RCP8p5,yes,Myers et al,,upper,Belize,iron,mg,2050,22.14
RCP8p5,yes,Myers et al,,upper,Belize,zinc,mg,2050,15.35
RCP8p5,yes,Myers et al,,upper,Bolivia,protein,g,2050,99.12
RCP8p5,yes,Myers et al,,upper,Bolivia,iron,mg,2050,21.50
RCP8p5,yes,Myers et al,,upper,Bolivia,zinc,mg,2050,17.36
RCP8p5,yes,Myers et al,,upper,Brazil,protein,g,2050,128.65
RCP8p5,yes,Myers et al,,upper,Brazil,iron,mg,2050,24.33
RCP8p5,yes,Myers et al,,upper,Brazil,zinc,mg,2050,20.31
RCP8p5,yes,Myers et al,,upper,Bhutan,protein,g,2050,96.04
RCP8p5,yes,Myers et al,,upper,Bhutan,iron,mg,2050,29.01
RCP8p5,yes,Myers et al,,upper,Bhutan,zinc,mg,2050,18.14
RCP8p5,yes,Myers et al,,upper,Botswana,protein,g,2050,80.67
RCP8p5,yes,Myers et al,,upper,Botswana,iron,mg,2050,28.55
RCP8p5,yes,Myers et al,,upper,Botswana,zinc,mg,2050,12.05
RCP8p5,yes,Myers et al,,upper,Central African Rep.,protein,g,2050,89.43
RCP8p5,yes,Myers et al,,upper,Central African Rep.,iron,mg,2050,27.41
RCP8p5,yes,Myers et al,,upper,Central African Rep.,zinc,mg,2050,16.37
RCP8p5,yes,Myers et al,,upper,Canada,protein,g,2050,139.84
RCP8p5,yes,Myers et al,,upper,Canada,iron,mg,2050,25.98
RCP8p5,yes,Myers et al,,upper,Canada,zinc,mg,2050,21.67
RCP8p5,yes,Myers et al,,upper,Chile,protein,g,2050,123.07
RCP8p5,yes,Myers et al,,upper,Chile,iron,mg,2050,27.05
RCP8p5,yes,Myers et al,,upper,Chile,zinc,mg,2050,21.34
RCP8p5,yes,Myers et al,,upper,China,protein,g,2050,151.13
RCP8p5,yes,Myers et al,,upper,China,iron,mg,2050,39.50
RCP8p5,yes,Myers et al,,upper,China,zinc,mg,2050,23.27
RCP8p5,yes,Myers et al,,upper,Switzerland,protein,g,2050,119.47
RCP8p5,yes,Myers et al,,upper,Switzerland,iron,mg,2050,20.65
RCP8p5,yes,Myers et al,,upper,Switzerland,zinc,mg,2050,18.67
RCP8p5,yes,Myers et al,,upper,Ivory Coast,protein,g,2050,65.38
RCP8p5,yes,Myers et al,,upper,Ivory Coast,iron,mg,2050,25.35
RCP8p5,yes,Myers et al,,upper,Ivory Coast,zinc,mg,2050,12.12
RCP8p5,yes,Myers et al,,upper,Cameroon,protein,g,2050,76.35
RCP8p5,yes,Myers et al,,upper,Cameroon,iron,mg,2050,26.27
RCP8p5,yes,Myers et al,,upper,Cameroon,zinc,mg,2050,13.59
RCP8p5,yes,Myers et al,,upper,DRC,protein,g,2050,32.68
RCP8p5,yes,Myers et al,,upper,DRC,iron,mg,2050,10.06
RCP8p5,yes,Myers et al,,upper,DRC,zinc,mg,2050,5.19
RCP8p5,yes,Myers et al,,upper,Congo,protein,g,2050,76.29
RCP8p5,yes,Myers et al,,upper,Congo,iron,mg,2050,22.57
RCP8p5,yes,Myers et al,,upper,Congo,zinc,mg,2050,10.93
RCP8p5,yes,Myers et al,,upper,Colombia,protein,g,2050,82.09
RCP8p5,yes,Myers et al,,upper,Colombia,iron,mg,2050,17.20
RCP8p5,yes,Myers et al,,upper,Colombia,zinc,mg,2050,13.57
RCP8p5,yes,Myers et al,,upper,Other Caribbean,protein,g,2050,115.93
RCP8p5,yes,Myers et al,,upper,Other Caribbean,iron,mg,2050,23.12
RCP8p5,yes,Myers et al,,upper,Other Caribbean,zinc,mg,2050,17.02
RCP8p5,yes,Myers et al,,upper,Costa Rica,protein,g,2050,96.18
RCP8p5,yes,Myers et al,,upper,Costa Rica,iron,mg,2050,19.07
RCP8p5,yes,Myers et al,,upper,Costa Rica,zinc,mg,2050,14.81
RCP8p5,yes,Myers et al,,upper,Cuba,protein,g,2050,98.99
RCP8p5,yes,Myers et al,,upper,Cuba,iron,mg,2050,26.82
RCP8p5,yes,Myers et al,,upper,Cuba,zinc,mg,2050,16.35
RCP8p5,yes,Myers et al,,upper,Cyprus,protein,g,2050,94.18
RCP8p5,yes,Myers et al,,upper,Cyprus,iron,mg,2050,16.88
RCP8p5,yes,Myers et al,,upper,Cyprus,zinc,mg,2050,13.91
RCP8p5,yes,Myers et al,,upper,Czech Republic,protein,g,2050,132.92
RCP8p5,yes,Myers et al,,upper,Czech Republic,iron,mg,2050,24.67
RCP8p5,yes,Myers et al,,upper,Czech Republic,zinc,mg,2050,20.22
RCP8p5,yes,Myers et al,,upper,Germany,protein,g,2050,120.42
RCP8p5,yes,Myers et al,,upper,Germany,iron,mg,2050,20.62
RCP8p5,yes,Myers et al,,upper,Germany,zinc,mg,2050,18.65
RCP8p5,yes,Myers et al,,upper,Djibouti,protein,g,2050,80.31
RCP8p5,yes,Myers et al,,upper,Djibouti,iron,mg,2050,21.07
RCP8p5,yes,Myers et al,,upper,Djibouti,zinc,mg,2050,12.81
RCP8p5,yes,Myers et al,,upper,Denmark,protein,g,2050,149.98
RCP8p5,yes,Myers et al,,upper,Denmark,iron,mg,2050,26.06
RCP8p5,yes,Myers et al,,upper,Denmark,zinc,mg,2050,23.28
RCP8p5,yes,Myers et al,,upper,Dominican Republic,protein,g,2050,81.07
RCP8p5,yes,Myers et al,,upper,Dominican Republic,iron,mg,2050,16.34
RCP8p5,yes,Myers et al,,upper,Dominican Republic,zinc,mg,2050,11.86
RCP8p5,yes,Myers et al,,upper,Middle East & North Africa,protein,g,2050,120.70
RCP8p5,yes,Myers et al,,upper,Middle East & North Africa,iron,mg,2050,28.26
RCP8p5,yes,Myers et al,,upper,Middle East & North Africa,zinc,mg,2050,20.01
RCP8p5,yes,Myers et al,,upper,Algeria,protein,g,2050,119.69
RCP8p5,yes,Myers et al,,upper,Algeria,iron,mg,2050,29.80
RCP8p5,yes,Myers et al,,upper,Algeria,zinc,mg,2050,21.60
RCP8p5,yes,Myers et al,,upper,Ecuador,protein,g,2050,88.05
RCP8p5,yes,Myers et al,,upper,Ecuador,iron,mg,2050,17.10
RCP8p5,yes,Myers et al,,upper,Ecuador,zinc,mg,2050,13.93
RCP8p5,yes,Myers et al,,upper,Egypt,protein,g,2050,137.02
RCP8p5,yes,Myers et al,,upper,Egypt,iron,mg,2050,31.43
RCP8p5,yes,Myers et al,,upper,Egypt,zinc,mg,2050,22.01
RCP8p5,yes,Myers et al,,upper,Eritrea,protein,g,2050,62.54
RCP8p5,yes,Myers et al,,upper,Eritrea,iron,mg,2050,31.52
RCP8p5,yes,Myers et al,,upper,Eritrea,zinc,mg,2050,10.81
RCP8p5,yes,Myers et al,,upper,Ethiopia,protein,g,2050,88.83
RCP8p5,yes,Myers et al,,upper,Ethiopia,iron,mg,2050,78.58
RCP8p5,yes,Myers et al,,upper,Ethiopia,zinc,mg,2050,18.44
RCP8p5,yes,Myers et al,,upper,Fiji,protein,g,2050,133.72
RCP8p5,yes,Myers et al,,upper,Fiji,iron,mg,2050,32.31
RCP8p5,yes,Myers et al,,upper,Fiji,zinc,mg,2050,23.63
RCP8p5,yes,Myers et al,,upper,Finland,protein,g,2050,128.22
RCP8p5,yes,Myers et al,,upper,Finland,iron,mg,2050,19.61
RCP8p5,yes,Myers et al,,upper,Finland,zinc,mg,2050,19.19
RCP8p5,yes,Myers et al,,upper,France,protein,g,2050,132.73
RCP8p5,yes,Myers et al,,upper,France,iron,mg,2050,23.51
RCP8p5,yes,Myers et al,,upper,France,zinc,mg,2050,20.54
RCP8p5,yes,Myers et al,,upper,Gabon,protein,g,2050,92.29
RCP8p5,yes,Myers et al,,upper,Gabon,iron,mg,2050,25.08
RCP8p5,yes,Myers et al,,upper,Gabon,zinc,mg,2050,12.45
RCP8p5,yes,Myers et al,,upper,Georgia,protein,g,2050,135.17
RCP8p5,yes,Myers et al,,upper,Georgia,iron,mg,2050,28.88
RCP8p5,yes,Myers et al,,upper,Georgia,zinc,mg,2050,23.48
RCP8p5,yes,Myers et al,,upper,Ghana,protein,g,2050,79.06
RCP8p5,yes,Myers et al,,upper,Ghana,iron,mg,2050,26.88
RCP8p5,yes,Myers et al,,upper,Ghana,zinc,mg,2050,12.84
RCP8p5,yes,Myers et al,,upper,Guinea,protein,g,2050,82.86
RCP8p5,yes,Myers et al,,upper,Guinea,iron,mg,2050,45.99
RCP8p5,yes,Myers et al,,upper,Guinea,zinc,mg,2050,15.25
RCP8p5,yes,Myers et al,,upper,Gambia,protein,g,2050,74.56
RCP8p5,yes,Myers et al,,upper,Gambia,iron,mg,2050,27.68
RCP8p5,yes,Myers et al,,upper,Gambia,zinc,mg,2050,12.68
RCP8p5,yes,Myers et al,,upper,Guinea-Bissau,protein,g,2050,66.83
RCP8p5,yes,Myers et al,,upper,Guinea-Bissau,iron,mg,2050,25.95
RCP8p5,yes,Myers et al,,upper,Guinea-Bissau,zinc,mg,2050,11.99
RCP8p5,yes,Myers et al,,upper,Equatorial Guinea,protein,g,2050,39.01
RCP8p5,yes,Myers et al,,upper,Equatorial Guinea,iron,mg,2050,15.81
RCP8p5,yes,Myers et al,,upper,Equatorial Guinea,zinc,mg,2050,6.88
RCP8p5,yes,Myers et al,,upper,Greece,protein,g,2050,152.77
RCP8p5,yes,Myers et al,,upper,Greece,iron,mg,2050,31.38
RCP8p5,yes,Myers et al,,upper,Greece,zinc,mg,2050,24.84
RCP8p5,yes,Myers et al,,upper,Guyanas,protein,g,2050,70.13
RCP8p5,yes,Myers et al,,upper,Guyanas,iron,mg,2050,15.29
RCP8p5,yes,Myers et al,,upper,Guyanas,zinc,mg,2050,11.91
RCP8p5,yes,Myers et al,,upper,Guatemala,protein,g,2050,84.19
RCP8p5,yes,Myers et al,,upper,Guatemala,iron,mg,2050,20.44
RCP8p5,yes,Myers et al,,upper,Guatemala,zinc,mg,2050,13.77
RCP8p5,yes,Myers et al,,upper,Honduras,protein,g,2050,86.83
RCP8p5,yes,Myers et al,,upper,Honduras,iron,mg,2050,19.41
RCP8p5,yes,Myers et al,,upper,Honduras,zinc,mg,2050,13.44
RCP8p5,yes,Myers et al,,upper,Croatia,protein,g,2050,109.06
RCP8p5,yes,Myers et al,,upper,Croatia,iron,mg,2050,20.50
RCP8p5,yes,Myers et al,,upper,Croatia,zinc,mg,2050,16.96
RCP8p5,yes,Myers et al,,upper,Haiti,protein,g,2050,57.23
RCP8p5,yes,Myers et al,,upper,Haiti,iron,mg,2050,15.15
RCP8p5,yes,Myers et al,,upper,Haiti,zinc,mg,2050,9.97
RCP8p5,yes,Myers et al,,upper,Hungary,protein,g,2050,128.55
RCP8p5,yes,Myers et al,,upper,Hungary,iron,mg,2050,24.17
RCP8p5,yes,Myers et al,,upper,Hungary,zinc,mg,2050,18.66
RCP8p5,yes,Myers et al,,upper,Indonesia,protein,g,2050,101.82
RCP8p5,yes,Myers et al,,upper,Indonesia,iron,mg,2050,22.29
RCP8p5,yes,Myers et al,,upper,Indonesia,zinc,mg,2050,13.82
RCP8p5,yes,Myers et al,,upper,India,protein,g,2050,94.42
RCP8p5,yes,Myers et al,,upper,India,iron,mg,2050,27.66
RCP8p5,yes,Myers et al,,upper,India,zinc,mg,2050,12.29
RCP8p5,yes,Myers et al,,upper,Ireland,protein,g,2050,141.60
RCP8p5,yes,Myers et al,,upper,Ireland,iron,mg,2050,24.24
RCP8p5,yes,Myers et al,,upper,Ireland,zinc,mg,2050,22.07
RCP8p5,yes,Myers et al,,upper,Iran,protein,g,2050,117.54
RCP8p5,yes,Myers et al,,upper,Iran,iron,mg,2050,28.15
RCP8p5,yes,Myers et al,,upper,Iran,zinc,mg,2050,19.48
RCP8p5,yes,Myers et al,,upper,Iraq,protein,g,2050,73.11
RCP8p5,yes,Myers et al,,upper,Iraq,iron,mg,2050,19.37
RCP8p5,yes,Myers et al,,upper,Iraq,zinc,mg,2050,13.50
RCP8p5,yes,Myers et al,,upper,Iceland,protein,g,2050,117.14
RCP8p5,yes,Myers et al,,upper,Iceland,iron,mg,2050,19.68
RCP8p5,yes,Myers et al,,upper,Iceland,zinc,mg,2050,18.23
RCP8p5,yes,Myers et al,,upper,Israel,protein,g,2050,177.04
RCP8p5,yes,Myers et al,,upper,Israel,iron,mg,2050,35.39
RCP8p5,yes,Myers et al,,upper,Israel,zinc,mg,2050,27.12
RCP8p5,yes,Myers et al,,upper,Italy,protein,g,2050,148.13
RCP8p5,yes,Myers et al,,upper,Italy,iron,mg,2050,27.55
RCP8p5,yes,Myers et al,,upper,Italy,zinc,mg,2050,23.93
RCP8p5,yes,Myers et al,,upper,Jamaica,protein,g,2050,114.29
RCP8p5,yes,Myers et al,,upper,Jamaica,iron,mg,2050,22.72
RCP8p5,yes,Myers et al,,upper,Jamaica,zinc,mg,2050,16.11
RCP8p5,yes,Myers et al,,upper,Jordan,protein,g,2050,120.93
RCP8p5,yes,Myers et al,,upper,Jordan,iron,mg,2050,26.79
RCP8p5,yes,Myers et al,,upper,Jordan,zinc,mg,2050,19.69
RCP8p5,yes,Myers et al,,upper,Japan,protein,g,2050,115.35
RCP8p5,yes,Myers et al,,upper,Japan,iron,mg,2050,24.91
RCP8p5,yes,Myers et al,,upper,Japan,zinc,mg,2050,15.47
RCP8p5,yes,Myers et al,,upper,Kazakhstan,protein,g,2050,152.54
RCP8p5,yes,Myers et al,,upper,Kazakhstan,iron,mg,2050,31.49
RCP8p5,yes,Myers et al,,upper,Kazakhstan,zinc,mg,2050,25.82
RCP8p5,yes,Myers et al,,upper,Kenya,protein,g,2050,80.46
RCP8p5,yes,Myers et al,,upper,Kenya,iron,mg,2050,22.95
RCP8p5,yes,Myers et al,,upper,Kenya,zinc,mg,2050,13.02
RCP8p5,yes,Myers et al,,upper,Kyrgyzstan,protein,g,2050,129.09
RCP8p5,yes,Myers et al,,upper,Kyrgyzstan,iron,mg,2050,28.45
RCP8p5,yes,Myers et al,,upper,Kyrgyzstan,zinc,mg,2050,23.34
RCP8p5,yes,Myers et al,,upper,Cambodia,protein,g,2050,70.11
RCP8p5,yes,Myers et al,,upper,Cambodia,iron,mg,2050,14.10
RCP8p5,yes,Myers et al,,upper,Cambodia,zinc,mg,2050,8.21
RCP8p5,yes,Myers et al,,upper,South Korea,protein,g,2050,125.03
RCP8p5,yes,Myers et al,,upper,South Korea,iron,mg,2050,31.17
RCP8p5,yes,Myers et al,,upper,South Korea,zinc,mg,2050,19.42
RCP8p5,yes,Myers et al,,upper,Laos,protein,g,2050,81.06
RCP8p5,yes,Myers et al,,upper,Laos,iron,mg,2050,16.63
RCP8p5,yes,Myers et al,,upper,Laos,zinc,mg,2050,9.41
